"","X","Player","Age","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X.","OWS","DWS","WS","WS.48","X..1","OBPM","DBPM","BPM","VORP","Tm","fix"
"474",661,"David Johnson",20,2,2,-20,0,1,0,0,0,0,0,0,0,0,21.4,NA,0,0,0,-0.495,NA,-19,-8.7,-27.7,0,"TOR","davidjohnson"
"475",662,"Sam Dekker",27,1,1,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0.003,NA,-6.2,-3.4,-9.6,0,"TOR","samdekker"
"476",663,"Royce O'Neale",28,77,2406,10.3,0.608,0.689,0.126,3,13.4,8.4,10.5,1.8,1.2,14.4,9.9,NA,2.7,2.8,5.5,0.109,NA,-0.8,1.7,0.8,1.7,"UTA","royceoneale"
"477",664,"Donovan Mitchell",25,67,2266,21.6,0.572,0.475,0.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,NA,4.7,2.5,7.2,0.152,NA,4.6,-0.3,4.3,3.6,"UTA","donovanmitchell"
"478",665,"Jordan Clarkson",29,79,2141,14.9,0.532,0.536,0.156,3.5,10.2,7,14.5,1.5,0.7,9.8,26.8,NA,1.5,2,3.5,0.079,NA,0.5,-1.2,-0.6,0.7,"UTA","jordanclarkson"
"479",666,"Bojan Bogdanović",32,69,2131,15.7,0.599,0.504,0.28,3.1,11.8,7.6,8.7,0.8,0,10.2,23.7,NA,3.6,1.6,5.2,0.118,NA,1.6,-1.6,0,1.1,"UTA","bojanbogdanovi"
"480",667,"Rudy Gobert",29,66,2120,24.7,0.732,0.008,0.864,12.9,36.3,25,5.1,1,5.7,14.5,16.9,NA,7.3,4.3,11.7,0.264,NA,2.9,1.7,4.6,3.6,"UTA","rudygobert"
"481",668,"Mike Conley",34,72,2058,17.2,0.572,0.523,0.205,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,NA,4.4,2.3,6.7,0.157,NA,2.4,0.7,3.1,2.7,"UTA","mikeconley"
"482",669,"Hassan Whiteside",32,65,1162,22.9,0.662,0,0.506,16.2,29.9,23.3,3.4,0.9,7.8,11.6,17.1,NA,3.4,2.3,5.8,0.238,NA,0.6,1.4,2.1,1.2,"UTA","hassanwhiteside"
"483",670,"Joe Ingles",34,45,1122,10,0.551,0.789,0.077,1.2,11.2,6.4,19,1,0.4,13.5,13.2,NA,1.3,0.9,2.2,0.094,NA,-0.7,0.5,-0.3,0.5,"UTA","joeingles"
"484",671,"Rudy Gay",35,55,1038,13,0.539,0.536,0.208,6,19.1,12.8,7.8,1.2,1.6,10.2,19.3,NA,0.8,1.3,2.1,0.097,NA,-0.7,-0.3,-1,0.3,"UTA","rudygay"
"485",672,"Trent Forrest",23,60,765,10.9,0.554,0.174,0.31,3.4,10.5,7.1,18.6,1.9,0.7,21.4,12.8,NA,0.5,0.8,1.3,0.084,NA,-2.3,1.2,-1,0.2,"UTA","trentforrest"
"486",673,"Eric Paschall",25,58,736,13.9,0.612,0.46,0.366,4.6,10.9,7.9,7.1,0.6,0.6,9,17.7,NA,1.4,0.5,2,0.128,NA,0.5,-1,-0.5,0.3,"UTA","ericpaschall"
"487",675,"Jared Butler",21,42,360,12.1,0.509,0.583,0.106,1.6,11.8,6.8,26,2.3,2,17.3,23.1,NA,0,0.5,0.4,0.057,NA,-2.3,0.7,-1.6,0,"UTA","jaredbutler"
"488",677,"Udoka Azubuike",22,17,195,17.6,0.743,0,0.224,10.5,28.8,19.9,0,0.3,5,18.2,14.7,NA,0.3,0.3,0.6,0.157,NA,-1.8,0.4,-1.4,0,"UTA","udokaazubuike"
"489",680,"Miye Oni",24,16,44,0.4,0.265,0.889,0.111,2.6,14.4,8.7,14.2,0,0,9.6,10.3,NA,-0.1,0,0,-0.032,NA,-7.6,-0.3,-7.9,-0.1,"UTA","miyeoni"
"490",684,"Norvel Pelle",28,3,19,12.2,0.6,0,0,17.9,16.7,17.3,0,0,4.6,28.6,16,NA,0,0,0,0.038,NA,-3,-4.1,-7.1,0,"UTA","norvelpelle"
"491",686,"Zylan Cheatham",26,1,5,-23.8,0,0.667,0,0,0,0,0,0,0,0,26.1,NA,-0.1,0,-0.1,-0.61,NA,-19.3,-11.3,-30.6,0,"UTA","zylancheatham"
"492",687,"Kentavious Caldwell-Pope",28,77,2329,12.6,0.568,0.492,0.186,2,10.3,6.2,9.1,1.8,0.9,9.8,19,NA,1.4,1.4,2.8,0.058,NA,-0.9,-0.6,-1.5,0.3,"WAS","kentaviouscaldwellpope"
"493",688,"Kyle Kuzma",26,66,2204,15.2,0.547,0.401,0.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,NA,0,2,2,0.044,NA,0.2,-0.4,-0.2,1,"WAS","kylekuzma"
"494",689,"Deni Avdija",21,82,1984,11.6,0.536,0.447,0.235,3,20.5,11.9,11.8,1.5,1.9,12,16.3,NA,0.6,1.8,2.4,0.058,NA,-2.1,0.4,-1.7,0.1,"WAS","deniavdija"
"495",690,"Corey Kispert",22,77,1801,10.9,0.586,0.623,0.121,3.3,9.4,6.4,6.7,1,1,8.5,14.6,NA,1.6,0.7,2.3,0.061,NA,-0.8,-1.5,-2.3,-0.1,"WAS","coreykispert"
"496",691,"Daniel Gafford",23,72,1444,21.8,0.708,0.002,0.372,12.1,19,15.6,7.3,1,5.8,12,16.7,NA,4.4,1.6,6,0.198,NA,1.1,0.5,1.6,1.3,"WAS","danielgafford"
"497",692,"Bradley Beal",28,40,1439,17.5,0.539,0.272,0.263,3,11.4,7.3,30.8,1.2,0.9,13.6,30.8,NA,0.6,0.7,1.4,0.046,NA,2,-1.2,0.8,1,"WAS","bradleybeal"
"498",693,"Raul Neto",29,70,1372,12.4,0.538,0.272,0.245,1.1,9.6,5.4,22.9,2,0.2,13.9,18.4,NA,0.7,0.8,1.5,0.053,NA,-2.5,-0.5,-2.9,-0.4,"WAS","raulneto"
"499",696,"Rui Hachimura",23,42,943,14.9,0.579,0.323,0.173,3,15.6,9.4,7.9,1.2,0.8,7.4,20.9,NA,0.9,0.6,1.4,0.073,NA,0.2,-1.7,-1.4,0.1,"WAS","ruihachimura"
"500",701,"Anthony Gill",29,44,463,14.7,0.682,0.239,0.477,8,12.2,10.2,8.3,0.5,2,12,14.4,NA,1.1,0.2,1.4,0.14,NA,-0.6,-1.3,-1.9,0,"WAS","anthonygill"
"501",702,"Thomas Bryant",24,27,439,16.6,0.607,0.284,0.27,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,NA,0.7,0.4,1.1,0.118,NA,-0.4,-0.7,-1,0.1,"WAS","thomasbryant"
"502",704,"Isaiah Todd",20,12,74,4.7,0.349,0.615,0.231,4.6,13.3,9,7.3,2.7,2.3,12.3,19.6,NA,-0.2,0.1,-0.2,-0.104,NA,-5.7,-1.2,-6.9,-0.1,"WAS","isaiahtodd"
"503",705,"Cassius Winston",23,7,39,6,0.549,0.545,0.364,0,2.8,1.4,24.4,0,0,19,18,NA,0,0,0,0.015,NA,-5.9,-3.5,-9.3,-0.1,"WAS","cassiuswinston"
"504",706,"Jordan Schakel",23,4,30,-1.2,0.21,0.545,0.182,7.5,21.8,14.8,0,1.6,0,7.8,19.1,NA,-0.2,0,-0.1,-0.204,NA,-8.6,-4.3,-13,-0.1,"WAS","jordanschakel"
"505",709,"Joel Ayayi",21,7,20,3.4,0.167,0.167,0,5.6,10.9,8.3,25.4,0,0,0,13.3,NA,0,0,0,-0.098,NA,-4.3,-1.7,-6,0,"WAS","joelayayi"
"506",710,"Craig Sword",28,3,19,14.2,0.75,0.25,0,0,0,0,7.7,10.4,0,20,11.7,NA,0,0,0.1,0.158,NA,-8.6,10,1.4,0,"WAS","craigsword"
"507",714,"Jordan Goodwin",23,2,6,-20.4,0,0.333,0,0,18.2,9.2,0,0,0,0,22.2,NA,-0.1,0,-0.1,-0.533,NA,-24.7,-9.4,-34.1,0,"WAS","jordangoodwin"
"508",715,"Jaime Echenique",24,1,3,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,-0.012,NA,-5.5,-3,-8.5,0,"WAS","jaimeechenique"
