"","X","Player","Age","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS.G","Tm","fix"
"461",643,"Scottie Barnes",20,74,74,35.4,6.2,12.6,0.492,0.8,2.6,0.301,5.4,10,0.543,0.524,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,"TOR","scottiebarnes"
"462",644,"Gary Trent Jr.",23,70,69,35,6.4,15.5,0.414,3,7.8,0.383,3.4,7.7,0.445,0.511,2.5,2.9,0.853,0.4,2.4,2.7,2,1.7,0.3,1,2.1,18.3,"TOR","garytrentjr"
"463",646,"Precious Achiuwa",22,73,28,23.6,3.6,8.3,0.439,0.8,2.1,0.359,2.9,6.1,0.468,0.486,1.1,1.8,0.595,2,4.5,6.5,1.1,0.5,0.6,1.2,2.1,9.1,"TOR","preciousachiuwa"
"464",647,"Chris Boucher",29,80,9,21.1,3.4,7.2,0.464,0.9,2.9,0.297,2.5,4.4,0.575,0.523,1.9,2.4,0.777,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,9.4,"TOR","chrisboucher"
"465",651,"Khem Birch",29,55,28,18,1.8,3.6,0.485,0,0.3,0,1.8,3.4,0.522,0.485,1,1.3,0.746,2.2,2.1,4.3,1,0.5,0.5,0.5,1.9,4.5,"TOR","khembirch"
"466",652,"D.J. Wilson",25,4,1,13.5,2.8,3.8,0.733,0,0.5,0,2.8,3.3,0.846,0.733,2,2.5,0.8,0.3,3.8,4,1.3,1.3,0.3,0.5,1.5,7.5,"TOR","djwilson"
"467",653,"Svi Mykhailiuk",24,56,5,12.8,1.6,4.2,0.389,0.7,2.4,0.306,0.9,1.8,0.5,0.476,0.6,0.7,0.865,0.4,1.3,1.6,0.8,0.5,0.1,0.6,1,4.6,"TOR","svimykhailiuk"
"468",654,"Malachi Flynn",23,44,5,12.2,1.6,4.2,0.393,0.7,2,0.333,1,2.1,0.452,0.475,0.3,0.5,0.625,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1,4.3,"TOR","malachiflynn"
"469",656,"Yuta Watanabe",27,38,4,11.7,1.5,3.6,0.406,0.7,2.1,0.342,0.8,1.6,0.492,0.504,0.6,1.1,0.6,0.5,1.9,2.4,0.6,0.3,0.4,0.5,1,4.3,"TOR","yutawatanabe"
"470",657,"Dalano Banton",22,64,1,10.9,1.3,3.2,0.411,0.2,0.8,0.255,1.1,2.4,0.464,0.443,0.4,0.7,0.591,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,3.2,"TOR","dalanobanton"
"471",658,"Daniel Oturu",22,3,0,9,1,2,0.5,0,0.3,0,1,1.7,0.6,0.5,1,1.7,0.6,0.3,1.3,1.7,0,0,0.7,0,0.3,3,"TOR","danieloturu"
"472",659,"Justin Champagnie",20,36,0,7.8,0.9,1.9,0.463,0.3,0.8,0.357,0.6,1.1,0.538,0.537,0.3,0.3,1,1,1,2,0.3,0.2,0.1,0.2,0.9,2.3,"TOR","justinchampagnie"
"473",660,"Isaac Bonga",22,15,0,4.6,0.2,0.9,0.231,0.1,0.3,0.25,0.1,0.6,0.222,0.269,0.3,0.5,0.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8,"TOR","isaacbonga"
"474",661,"David Johnson",20,2,0,1,0,0.5,0,0,0.5,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,"TOR","davidjohnson"
"475",662,"Sam Dekker",27,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"TOR","samdekker"
"476",663,"Donovan Mitchell",25,67,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.7,10.8,0.533,0.533,4,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3,2.4,25.9,"UTA","donovanmitchell"
"477",664,"Rudy Gobert",29,66,66,32.1,5.5,7.7,0.713,0,0.1,0,5.5,7.6,0.718,0.713,4.6,6.7,0.69,3.7,11,14.7,1.1,0.7,2.1,1.8,2.7,15.6,"UTA","rudygobert"
"478",665,"Royce O'Neale",28,77,77,31.2,2.6,5.8,0.457,1.5,4,0.389,1.1,1.8,0.609,0.591,0.6,0.7,0.804,0.8,3.9,4.8,2.5,1.1,0.4,1,2.4,7.4,"UTA","royceoneale"
"479",666,"Bojan Bogdanović",32,69,69,30.9,6.1,13.4,0.455,2.6,6.8,0.387,3.5,6.7,0.524,0.552,3.2,3.8,0.858,0.8,3.4,4.3,1.7,0.5,0,1.7,1.7,18.1,"UTA","bojanbogdanovi"
"480",667,"Mike Conley",34,72,72,28.6,4.8,11,0.435,2.3,5.8,0.408,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3,5.3,1.3,0.3,1.7,2,13.7,"UTA","mikeconley"
"481",668,"Jordan Clarkson",29,79,1,27.1,5.9,14.1,0.419,2.4,7.6,0.318,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,16,"UTA","jordanclarkson"
"482",669,"Joe Ingles",34,45,15,24.9,2.6,6.3,0.404,1.7,5,0.347,0.8,1.3,0.617,0.54,0.4,0.5,0.773,0.3,2.6,2.9,3.5,0.5,0.1,1,1.8,7.2,"UTA","joeingles"
"483",671,"Rudy Gay",35,55,1,18.9,2.9,6.9,0.414,1.3,3.7,0.345,1.6,3.2,0.494,0.507,1.1,1.4,0.785,1,3.4,4.4,1,0.5,0.3,0.9,1.7,8.1,"UTA","rudygay"
"484",672,"Hassan Whiteside",32,65,8,17.9,3.3,5.1,0.652,0,0,NA,3.3,5.1,0.652,0.652,1.6,2.6,0.623,2.6,5,7.6,0.4,0.3,1.6,0.8,2.8,8.2,"UTA","hassanwhiteside"
"485",674,"Trent Forrest",23,60,6,12.8,1.3,2.6,0.49,0.1,0.5,0.185,1.2,2.1,0.555,0.506,0.6,0.8,0.792,0.4,1.3,1.7,1.8,0.5,0.1,0.8,0.7,3.3,"UTA","trentforrest"
"486",675,"Eric Paschall",25,58,3,12.7,2,4.1,0.485,0.7,1.9,0.37,1.3,2.2,0.583,0.57,1.1,1.5,0.767,0.5,1.3,1.8,0.6,0.2,0.1,0.5,0.9,5.8,"UTA","ericpaschall"
"487",676,"Udoka Azubuike",22,17,6,11.5,2.2,2.9,0.755,0,0,NA,2.2,2.9,0.755,0.755,0.4,0.6,0.545,1.1,3.1,4.2,0,0.1,0.6,0.7,1.5,4.7,"UTA","udokaazubuike"
"488",680,"Jared Butler",21,42,1,8.6,1.5,3.6,0.404,0.7,2.1,0.318,0.8,1.5,0.524,0.497,0.3,0.4,0.688,0.1,1,1.1,1.5,0.4,0.2,0.8,1.1,3.8,"UTA","jaredbutler"
"489",682,"Norvel Pelle",28,3,0,6.3,1,1.7,0.6,0,0,NA,1,1.7,0.6,0.6,0,0,NA,1,1,2,0,0,0.3,0.7,0.3,2,"UTA","norvelpelle"
"490",684,"Zylan Cheatham",26,1,0,5,0,3,0,0,2,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,"UTA","zylancheatham"
"491",686,"Miye Oni",24,16,0,2.8,0.1,0.6,0.222,0.1,0.5,0.125,0.1,0.1,1,0.278,0,0.1,0,0.1,0.4,0.4,0.3,0,0,0.1,0.4,0.3,"UTA","miyeoni"
"492",687,"Bradley Beal",28,40,40,36,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14,0.508,0.492,4.2,5.1,0.833,1,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,"WAS","bradleybeal"
"493",688,"Kyle Kuzma",26,66,66,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,"WAS","kylekuzma"
"494",689,"Kentavious Caldwell-Pope",28,77,77,30.2,4.7,10.8,0.435,2.1,5.3,0.39,2.6,5.5,0.48,0.531,1.8,2,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,"WAS","kentaviouscaldwellpope"
"495",694,"Deni Avdija",21,82,8,24.2,3,7.1,0.432,1,3.2,0.317,2,3.9,0.525,0.503,1.3,1.7,0.757,0.6,4.5,5.2,2,0.7,0.5,1.1,2.3,8.4,"WAS","deniavdija"
"496",695,"Corey Kispert",22,77,36,23.4,3,6.7,0.455,1.5,4.2,0.35,1.6,2.5,0.629,0.564,0.7,0.8,0.871,0.7,2,2.7,1.1,0.5,0.3,0.6,1.2,8.2,"WAS","coreykispert"
"497",696,"Rui Hachimura",23,42,13,22.5,4.5,9.1,0.491,1.3,2.9,0.447,3.1,6.1,0.512,0.563,1.1,1.6,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,11.3,"WAS","ruihachimura"
"498",698,"Daniel Gafford",23,72,53,20.1,4,5.7,0.693,0,0,0,4,5.7,0.695,0.693,1.5,2.1,0.699,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,9.4,"WAS","danielgafford"
"499",699,"Raul Neto",29,70,19,19.6,2.9,6.3,0.463,0.5,1.7,0.292,2.4,4.6,0.526,0.502,1.2,1.5,0.769,0.2,1.7,1.9,3.1,0.8,0,1.1,1.5,7.5,"WAS","raulneto"
"500",701,"Thomas Bryant",24,27,9,16.3,2.9,5.5,0.52,0.4,1.6,0.286,2.4,3.9,0.613,0.561,1.3,1.5,0.875,1,3,4,0.9,0.2,0.8,0.7,1.6,7.4,"WAS","thomasbryant"
"501",704,"Anthony Gill",29,44,0,10.5,1.4,2.5,0.569,0.3,0.6,0.538,1.1,1.9,0.578,0.633,1,1.2,0.808,0.8,1.2,1.9,0.6,0.1,0.3,0.4,1.3,4.1,"WAS","anthonygill"
"502",708,"Jordan Schakel",23,4,0,7.5,0.3,2.8,0.091,0.3,1.5,0.167,0,1.3,0,0.136,0.5,0.5,1,0.5,1.5,2,0,0.3,0,0.3,0,1.3,"WAS","jordanschakel"
"503",709,"Craig Sword",28,3,0,6.3,1,1.3,0.75,0,0.3,0,1,1,1,0.75,0,0,NA,0,0,0,0.3,1.3,0,0.3,2.3,2,"WAS","craigsword"
"504",710,"Isaiah Todd",20,12,0,6.2,0.6,2.2,0.269,0.3,1.3,0.25,0.3,0.8,0.3,0.346,0.2,0.5,0.333,0.3,0.8,1,0.3,0.3,0.2,0.3,0.3,1.7,"WAS","isaiahtodd"
"505",712,"Cassius Winston",23,7,0,5.6,0.6,1.6,0.364,0.3,0.9,0.333,0.3,0.7,0.4,0.455,0.6,0.6,1,0,0.1,0.1,1,0,0,0.4,1.3,2,"WAS","cassiuswinston"
"506",713,"Jordan Goodwin",23,2,0,3,0,1.5,0,0,0.5,0,0,1,0,0,0,0,NA,0,0.5,0.5,0,0,0,0,0.5,0,"WAS","jordangoodwin"
"507",714,"Jaime Echenique",24,1,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"WAS","jaimeechenique"
"508",715,"Joel Ayayi",21,7,0,2.9,0.1,0.9,0.167,0,0.1,0,0.1,0.7,0.2,0.167,0,0,NA,0.1,0.3,0.4,0.6,0,0,0,0,0.3,"WAS","joelayayi"
